"행정구역(시군구)별","항목","단위","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"음성군","여자인구수[명]","명","42440","42412","42748","42911","42449","42016","41512","41298","41408","41760","42393","42899","42813","43325","43614","44237","44514","45405","45748","46415","46150","45284","44718","43765","43314","43209","42729","42618",
"단양군","총인구수[명]","명","42738","42302","41137","40000","38721","37320","35701","34743","34122","33346","32399","31929","31842","31817","31595","31253","31171","30948","30761","30503","30215","30255","29756","29155","28331","27767","27701","27352",
"단양군","남자인구수[명]","명","21676","21453","20839","20234","19600","18847","17997","17580","17205","16772","16288","16057","16062","16081","15987","15772","15663","15566","15496","15362","15198","15237","15058","14782","14360","14120","14087","13967",
"단양군","여자인구수[명]","명","21062","20849","20298","19766","19121","18473","17704","17163","16917","16574","16111","15872","15780","15736","15608","15481","15508","15382","15265","15141","15017","15018","14698","14373","13971","13647","13614","13385",
"증평출장소","총인구수[명]","명","33127","32962","33333","32286","31392","30738","","","","","","","","","","","","","","","","","","","","","","",
"증평출장소","남자인구수[명]","명","16788","16675","16835","16299","15852","15551","","","","","","","","","","","","","","","","","","","","","","",
"증평출장소","여자인구수[명]","명","16339","16287","16498","15987","15540","15187","","","","","","","","","","","","","","","","","","","","","","",
"충청남도","총인구수[명]","명","1897074","1913428","1919330","1921604","1918137","1907725","1912803","1953406","1962646","1974433","1995531","2018537","2037582","2075514","2101284","2028777","2047631","2062273","2077649","2096727","2116770","2126282","2123709","2121029","2119257","2123037","2130119","2136574",
"충청남도","남자인구수[명]","명","953013","962117","965846","966413","964509","958290","960719","982648","988191","995826","1007900","1020317","1029725","1049363","1063012","1026812","1037421","1045892","1054439","1064765","1076270","1082009","1081938","1082634","1083366","1086632","1091570","1096128",
"충청남도","여자인구수[명]","명","944061","951311","953484","955191","953628","949435","952084","970758","974455","978607","987631","998220","1007857","1026151","1038272","1001965","1010210","1016381","1023210","1031962","1040500","1044273","1041771","1038395","1035891","1036405","1038549","1040446",
"천안시","총인구수[명]","명","370928","383990","403017","421418","432534","441243","456501","503082","512482","523323","531956","537698","540832","557673","571377","581988","591089","598346","605776","617955","631531","646075","652258","658808","658486","657559","655959","659920",
"천안시","남자인구수[명]","명","187094","193747","203112","212410","218045","222395","230322","254072","258765","264491","268883","271984","273299","282595","289642","295203","300141","304099","307821","314122","321435","329079","332447","336221","336612","336716","336169","338613",
"천안시","여자인구수[명]","명","183834","190243","199905","209008","214489","218848","226179","249010","253717","258832","263073","265714","267533","275078","281735","286785","290948","294247","297955","303833","310096","316996","319811","322587","321874","320843","319790","321307",
"동남구","총인구수[명]","명","","","","","","","","","","","","235270","237854","247323","252942","257908","260575","261768","261474","258919","255878","257978","259411","258009","255292","255647","256691","261172",
"동남구","남자인구수[명]","명","","","","","","","","","","","","118742","120108","125070","127940","130511","131898","132641","132345","131135","129875","130988","131586","130719","129399","129680","130122","132507",
"동남구","여자인구수[명]","명","","","","","","","","","","","","116528","117746","122253","125002","127397","128677","129127","129129","127784","126003","126990","127825","127290","125893","125967","126569","128665",
"서북구","총인구수[명]","명","","","","","","","","","","","","302428","302978","310350","318435","324080","330514","336578","344302","359036","375653","388097","392847","400799","403194","401912","399268","398748",
"서북구","남자인구수[명]","명","","","","","","","","","","","","153242","153191","157525","161702","164692","168243","171458","175476","182987","191560","198091","200861","205502","207213","207036","206047","206106",
"서북구","여자인구수[명]","명","","","","","","","","","","","","149186","149787","152825","156733","159388","162271","165120","168826","176049","184093","190006","191986","195297","195981","194876","193221","192642",
"공주시","총인구수[명]","명","136617","136988","136819","135589","133978","132584","130957","130280","129489","128330","126612","125143","124172","124930","124748","117298","116369","113621","111261","109931","108432","107581","106474","104545","103145","102571","102104","101285",
"공주시","남자인구수[명]","명","68429","68733","68704","68044","67232","66478","65669","65577","65165","64591","63841","63153","62678","63097","62989","59145","58728","57314","55958","55221","54437","53979","53343","52297","51459","51231","50924","50546",
"공주시","여자인구수[명]","명","68188","68255","68115","67545","66746","66106","65288","64703","64324","63739","62771","61990","61494","61833","61759","58153","57641","56307","55303","54710","53995","53602","53131","52248","51686","51340","51180","50739",
"보령시","총인구수[명]","명","121765","122191","120721","118504","116306","113365","110380","108861","108056","107591","107637","106885","106754","107346","106421","105559","104938","104321","104754","103873","103198","101990","101114","100229","98408","97157","95772","93780",
"보령시","남자인구수[명]","명","61766","62038","61283","60045","58877","57387","55825","55125","54694","54455","54426","54065","53990","54188","53685","53272","53010","52668","52968","52521","52214","51580","51146","50807","49933","49237","48494","47484",
"보령시","여자인구수[명]","명","59999","60153","59438","58459","57429","55978","54555","53736","53362","53136","53211","52820","52764","53158","52736","52287","51928","51653","51786","51352","50984","50410","49968","49422","48475","47920","47278","46296",
"아산시","총인구수[명]","명","175658","179199","180618","184191","186469","191123","193122","200938","204431","211560","221490","240942","256449","265191","274523","280490","287073","293954","297737","302929","311453","312822","314395","316129","324580","334539","345796","355014",
"아산시","남자인구수[명]","명","88588","90538","91310","93337","94446","95990","96821","100637","103065","107303","112929","122763","130253","134672","139635","143069","146565","150506","152634","155692","160483","161546","162694","164115","168881","174333","180223","185092",
"아산시","여자인구수[명]","명","87070","88661","89308","90854","92023","95133","96301","100301","101366","104257","108561","118179","126196","130519","134888","137421","140508","143448","145103","147237","150970","151276","151701","152014","155699","160206","165573","169922",
"서산시","총인구수[명]","명","149585","150618","150763","150028","150116","148150","151818","150131","150294","150889","153569","156867","158886","160468","161489","163315","165837","167611","170099","170788","171678","174162","174690","175591","176645","176413","176011","174445",
"서산시","남자인구수[명]","명","75813","76302","76288","75809","75775","74755","76453","75964","76176","76600","77996","79808","80943","81747","82448","83439","84858","85841","87280","87770","88359","89793","90348","91399","92122","92011","92112","91328",
"서산시","여자인구수[명]","명","73772","74316","74475","74219","74341","73395","75365","74167","74118","74289","75573","77059","77943","78721","79041","79876","80979","81770","82819","83018","83319","84369","84342","84192","84523","84402","83899","83117",
"계룡출장소","총인구수[명]","명","21821","25707","26767","27505","28775","29830","","","","","","","","","","","","","","","","","","","","","","",
"계룡출장소","남자인구수[명]","명","10843","12697","13262","13666","14249","14701","","","","","","","","","","","","","","","","","","","","","","",
"계룡출장소","여자인구수[명]","명","10978","13010","13505","13839","14526","15129","","","","","","","","","","","","","","","","","","","","","","",
"논산시","총인구수[명]","명","147265","146629","144488","142390","140287","137419","135719","135572","134217","131466","129486","127797","127097","127507","127533","126653","125844","124784","124232","123213","122240","120230","118842","116675","114483","112617","110423","108529",
"논산시","남자인구수[명]","명","73409","73269","72335","71169","70197","68795","67899","67799","67094","65863","64929","64156","63802","63944","63800","63212","62954","62387","62142","61724","61204","60113","59406","58316","57147","56237","55187","54346",
"논산시","여자인구수[명]","명","73856","73360","72153","71221","70090","68624","67820","67773","67123","65603","64557","63641","63295","63563","63733","63441","62890","62397","62090","61489","61036","60117","59436","58359","57336","56380","55236","54183",
"계룡시","총인구수[명]","명","","","","","","","31058","31174","34370","36846","37775","41411","42760","43088","42942","41550","40957","40552","41730","42634","43967","43731","42971","42822","43331","44475","46667","46540",
"계룡시","남자인구수[명]","명","","","","","","","15404","15467","17032","18238","18692","20388","21152","21322","21321","20633","20304","20118","20703","21148","21834","21674","21338","21343","21563","22166","23294","23219",
"계룡시","여자인구수[명]","명","","","","","","","15654","15707","17338","18608","19083","21023","21608","21766","21621","20917","20653","20434","21027","21486","22133","22057","21633","21479","21768","22309","23373","23321",
"당진시","총인구수[명]","명","","","","","","","","","","","","","","","","155104","159615","162844","165122","166630","167439","167770","167042","166249","167092","168253","170302","171931",
"당진시","남자인구수[명]","명","","","","","","","","","","","","","","","","80427","82925","84963","86454","87388","88026","88423","88299","88206","88952","89606","90987","92131",
"당진시","여자인구수[명]","명","","","","","","","","","","","","","","","","74677","76690","77881","78668","79242","79413","79347","78743","78043","78140","78647","79315","79800",
"금산군","총인구수[명]","명","70125","67760","65287","64515","62985","61350","60740","60048","58378","57552","57690","56740","56220","56555","56030","55715","55441","55166","54879","54612","53894","53222","52257","51413","50477","50092","50093","49615",
"금산군","남자인구수[명]","명","35147","34188","33093","32716","31981","31150","30751","30506","29708","29210","29239","28830","28575","28736","28393","28232","28116","27981","27769","27558","27181","26836","26309","25928","25466","25315","25355","25146",
"금산군","여자인구수[명]","명","34978","33572","32194","31799","31004","30200","29989","29542","28670","28342","28451","27910","27645","27819","27637","27483","27325","27185","27110","27054","26713","26386","25948","25485","25011","24777","24738","24469",
"연기군","총인구수[명]","명","80274","80601","80947","80471","81328","82323","82733","84455","84308","82747","79977","78645","79482","81871","82890","","","","","","","","","","","","","",
"연기군","남자인구수[명]","명","40305","40368","40787","40582","41047","41522","41683","42743","42807","42174","40807","40238","40640","41648","42207","","","","","","","","","","","","","",
"연기군","여자인구수[명]","명","39969","40233","40160","39889","40281","40801","41050","41712","41501","40573","39170","38407","38842","40223","40683","","","","","","","","","","","","","",
